threshold,tp,fn,fp,tn,tpr,fpr,acc,bal_acc,youden
0.2108698946237564,66,0,5,0,1.0,1.0,0.9295774647887324,0.5,0.0
0.21443317094939437,66,0,5,0,1.0,1.0,0.9295774647887324,0.5,0.0
0.21799644727503234,65,1,5,0,0.9848484848484849,1.0,0.9154929577464789,0.49242424242424243,-0.015151515151515138
0.22155972360067033,65,1,5,0,0.9848484848484849,1.0,0.9154929577464789,0.49242424242424243,-0.015151515151515138
0.2251229999263083,65,1,5,0,0.9848484848484849,1.0,0.9154929577464789,0.49242424242424243,-0.015151515151515138
0.22868627625194626,65,1,5,0,0.9848484848484849,1.0,0.9154929577464789,0.49242424242424243,-0.015151515151515138
0.23224955257758423,65,1,5,0,0.9848484848484849,1.0,0.9154929577464789,0.49242424242424243,-0.015151515151515138
0.2358128289032222,65,1,5,0,0.9848484848484849,1.0,0.9154929577464789,0.49242424242424243,-0.015151515151515138
0.2393761052288602,65,1,5,0,0.9848484848484849,1.0,0.9154929577464789,0.49242424242424243,-0.015151515151515138
0.24293938155449815,65,1,5,0,0.9848484848484849,1.0,0.9154929577464789,0.49242424242424243,-0.015151515151515138
0.24650265788013612,65,1,5,0,0.9848484848484849,1.0,0.9154929577464789,0.49242424242424243,-0.015151515151515138
0.2500659342057741,65,1,5,0,0.9848484848484849,1.0,0.9154929577464789,0.49242424242424243,-0.015151515151515138
0.2536292105314121,65,1,5,0,0.9848484848484849,1.0,0.9154929577464789,0.49242424242424243,-0.015151515151515138
0.25719248685705004,65,1,5,0,0.9848484848484849,1.0,0.9154929577464789,0.49242424242424243,-0.015151515151515138
0.260755763182688,65,1,5,0,0.9848484848484849,1.0,0.9154929577464789,0.49242424242424243,-0.015151515151515138
0.26431903950832597,65,1,5,0,0.9848484848484849,1.0,0.9154929577464789,0.49242424242424243,-0.015151515151515138
0.26788231583396394,65,1,5,0,0.9848484848484849,1.0,0.9154929577464789,0.49242424242424243,-0.015151515151515138
0.2714455921596019,65,1,5,0,0.9848484848484849,1.0,0.9154929577464789,0.49242424242424243,-0.015151515151515138
0.27500886848523987,65,1,5,0,0.9848484848484849,1.0,0.9154929577464789,0.49242424242424243,-0.015151515151515138
0.2785721448108779,65,1,5,0,0.9848484848484849,1.0,0.9154929577464789,0.49242424242424243,-0.015151515151515138
0.28213542113651585,65,1,5,0,0.9848484848484849,1.0,0.9154929577464789,0.49242424242424243,-0.015151515151515138
0.2856986974621538,65,1,5,0,0.9848484848484849,1.0,0.9154929577464789,0.49242424242424243,-0.015151515151515138
0.2892619737877918,65,1,5,0,0.9848484848484849,1.0,0.9154929577464789,0.49242424242424243,-0.015151515151515138
0.29282525011342975,65,1,5,0,0.9848484848484849,1.0,0.9154929577464789,0.49242424242424243,-0.015151515151515138
0.2963885264390677,64,2,5,0,0.9696969696969697,1.0,0.9014084507042254,0.48484848484848486,-0.030303030303030276
0.2999518027647057,64,2,5,0,0.9696969696969697,1.0,0.9014084507042254,0.48484848484848486,-0.030303030303030276
0.30351507909034364,64,2,5,0,0.9696969696969697,1.0,0.9014084507042254,0.48484848484848486,-0.030303030303030276
0.3070783554159816,64,2,5,0,0.9696969696969697,1.0,0.9014084507042254,0.48484848484848486,-0.030303030303030276
0.31064163174161963,64,2,5,0,0.9696969696969697,1.0,0.9014084507042254,0.48484848484848486,-0.030303030303030276
0.3142049080672576,64,2,5,0,0.9696969696969697,1.0,0.9014084507042254,0.48484848484848486,-0.030303030303030276
0.31776818439289556,64,2,5,0,0.9696969696969697,1.0,0.9014084507042254,0.48484848484848486,-0.030303030303030276
0.3213314607185335,64,2,5,0,0.9696969696969697,1.0,0.9014084507042254,0.48484848484848486,-0.030303030303030276
0.3248947370441715,63,3,5,0,0.9545454545454546,1.0,0.8873239436619719,0.4772727272727273,-0.045454545454545414
0.32845801336980945,63,3,5,0,0.9545454545454546,1.0,0.8873239436619719,0.4772727272727273,-0.045454545454545414
0.3320212896954474,62,4,5,0,0.9393939393939394,1.0,0.8732394366197183,0.4696969696969697,-0.06060606060606055
0.3355845660210854,62,4,5,0,0.9393939393939394,1.0,0.8732394366197183,0.4696969696969697,-0.06060606060606055
0.33914784234672335,62,4,5,0,0.9393939393939394,1.0,0.8732394366197183,0.4696969696969697,-0.06060606060606055
0.34271111867236137,62,4,5,0,0.9393939393939394,1.0,0.8732394366197183,0.4696969696969697,-0.06060606060606055
0.3462743949979993,62,4,5,0,0.9393939393939394,1.0,0.8732394366197183,0.4696969696969697,-0.06060606060606055
0.3498376713236373,62,4,5,0,0.9393939393939394,1.0,0.8732394366197183,0.4696969696969697,-0.06060606060606055
0.35340094764927527,62,4,5,0,0.9393939393939394,1.0,0.8732394366197183,0.4696969696969697,-0.06060606060606055
0.35696422397491323,62,4,5,0,0.9393939393939394,1.0,0.8732394366197183,0.4696969696969697,-0.06060606060606055
0.3605275003005512,61,5,5,0,0.9242424242424242,1.0,0.8591549295774648,0.4621212121212121,-0.0757575757575758
0.36409077662618916,61,5,5,0,0.9242424242424242,1.0,0.8591549295774648,0.4621212121212121,-0.0757575757575758
0.3676540529518272,61,5,5,0,0.9242424242424242,1.0,0.8591549295774648,0.4621212121212121,-0.0757575757575758
0.3712173292774651,61,5,5,0,0.9242424242424242,1.0,0.8591549295774648,0.4621212121212121,-0.0757575757575758
0.3747806056031031,61,5,5,0,0.9242424242424242,1.0,0.8591549295774648,0.4621212121212121,-0.0757575757575758
0.378343881928741,61,5,5,0,0.9242424242424242,1.0,0.8591549295774648,0.4621212121212121,-0.0757575757575758
0.38190715825437904,60,6,5,0,0.9090909090909091,1.0,0.8450704225352113,0.45454545454545453,-0.09090909090909094
0.385470434580017,60,6,5,0,0.9090909090909091,1.0,0.8450704225352113,0.45454545454545453,-0.09090909090909094
0.389033710905655,60,6,5,0,0.9090909090909091,1.0,0.8450704225352113,0.45454545454545453,-0.09090909090909094
0.39259698723129294,60,6,5,0,0.9090909090909091,1.0,0.8450704225352113,0.45454545454545453,-0.09090909090909094
0.3961602635569309,60,6,5,0,0.9090909090909091,1.0,0.8450704225352113,0.45454545454545453,-0.09090909090909094
